COUNTRY,PDOnam,Registration,WINE_NAME,Color,Category,PRIMARY_VINE_VARIETIES,SECONDARY_VINE_VARIETIES,Max_yield_hl,Max_yield_kg,Min_density
Italy,Colli Perugini,12/31/1982 0:00,Colli Perugini Spumante,White,Sparkling Wine,Chardonnay B; Grechetto B; Pinot Bianco B; Pinot Grigio G; Pinot Nero N,Albana B; Bellone B; Biancame B; Bombino Bianco B; Canaiolo Bianco B; Falanghina B; Fiano B; Garganega B; Greco B; Greco Bianco; Incrocio Bruni 54 B; Maceratino B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Malvasia Del Lazio B; Manzoni Bianco B; Montonico Bianco B; Moscato Bianco B; Mostosa B; Mueller Thurgau B; Passerina B; Pecorino B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Tocai Friulano B; Trebbiano Giallo B; Trebbiano Spoletino B; Trebbiano Toscano B; Verdello B; Verdicchio Bianco B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B,77,11000,2000
Italy,Colli Perugini,12/31/1982 0:00,Colli Perugini Vino Santo/Vin Santo,White,Wine,Trebbiano Toscano B,Albana B; Bellone B; Biancame B; Bombino Bianco B; Canaiolo Bianco B; Falanghina B; Fiano B; Garganega B; Grechetto B; Greco B; Greco Bianco; Incrocio Bruni 54 B; Maceratino B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Malvasia Del Lazio B; Manzoni Bianco B; Montonico Bianco B; Moscato Bianco B; Mostosa B; Mueller Thurgau B; Passerina B; Pecorino B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Tocai Friulano B; Trebbiano Giallo B; Trebbiano Spoletino B; Verdello B; Verdicchio Bianco B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B,84,12000,2000
Italy,Colli Romagna Centrale,4/14/2004 0:00,Colli Romagna Centrale Rosso,Red,Wine,Barbera N; Cabernet Sauvignon N; Merlot N; Montepulciano N; Sangiovese N,na,63,9000,3000
Italy,Colli Romagna Centrale,4/14/2004 0:00,Colli Romagna Centrale Chardonnay,White,Wine,Chardonnay B,na,63,9000,3000
Italy,Colli Romagna Centrale,4/14/2004 0:00,Colli Romagna Centrale Sangiovese,Red,Wine,Sangiovese N,na,66,,
Italy,Colli Romagna Centrale,4/14/2004 0:00,Colli Romagna Centrale Cabernet Sauvignon,Red,Wine,Cabernet Sauvignon N,Alicante N; Ancellotta N; Barbera N; Bonarda N; Cabernet Franc N; Canina Nera N; Carmenere N; Centesimino N; Ciliegiolo N; Croatina N; Dolcetto N; Ervi N; Fogarina N; Fortana N; Gamay N; Groppello Gentile N; Lambrusco A Foglia Frastagliata N; Lambrusco Barghi N; Lambrusco Benetti N; Lambrusco Di Sorbara N; Lambrusco Grasparossa N; Lambrusco Maestri N; Lambrusco Marani N; Lambrusco Montericco N; Lambrusco Oliva N; Lambrusco Salamino N; Lambrusco Viadanese N; Malbo Gentile N; Marzemino N; Merlese N; Merlot N; Montepulciano N; Negretto N; Perla Dei Vivi N; Petit Verdot N; Pinot Nero N; Raboso Veronese N; Rebo N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Sgavetta N; Syrah N; Termarina N; Terrano N; Uva Del Fantini N; Uva Del Tunde' N; Uva Longanesi N; Uva Tosca N; Veruccese N,63,9000,3000
Italy,Colli Romagna Centrale,4/14/2004 0:00,Colli Romagna Centrale Trebbiano,White,Wine,Trebbiano Romagnolo B,Albana B; Alionza B; Bervedino B; Biancame B; Bombino Bianco B; Durella B; Famoso B; Fiano B; Garganega B; Malvasia Bianca Di Candia B; Malvasia Di Candia Aromatica B; Malvasia Istriana B; Manzoni Bianco B; Marsanne B; Melara B; Montu' B; Moscato Bianco B; Mostosa B; Mueller Thurgau B; Ortrugo B; Pignoletto B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Ruggine B; Santa Maria B; Sauvignon B; Semillon B; Spergola B; Tocai Friulano B; Trebbianina B; Trebbiano Modenese B; Trebbiano Toscano B; Verdea B; Verdicchio Bianco B; Vernaccina B,80,,
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Rosso,Red,Wine,Aléatico N; Barbera N; Bonarda N; Cabernet Franc N; Cabernet Sauvignon N; Croatina N; Dolcetto N; Freisa N; Grignolino N; Lambrusca Di Alessandria N; Merlot N; Nebbiolo N; Pinot Nero N; Sangiovese N,na,84,12000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Rosso Frizzante,Red,Semi-Sparkling Wine,Aléatico N; Barbera N; Bonarda N; Cabernet Franc N; Cabernet Sauvignon N; Croatina N; Dolcetto N; Freisa N; Grignolino N; Lambrusca Di Alessandria N; Merlot N; Nebbiolo N; Pinot Nero N; Sangiovese N,na,84,12000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Novello,Red,Wine,Aléatico N; Barbera N; Bonarda N; Cabernet Franc N; Cabernet Sauvignon N; Croatina N; Dolcetto N; Freisa N; Grignolino N; Lambrusca Di Alessandria N; Merlot N; Nebbiolo N; Pinot Nero N; Sangiovese N,na,84,9000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Barbera,Red,Wine,Barbera N,Albarossa N; Ancellotta N; Avana' N; Avarengo N; Becuet N; Bonarda N; Brachetto N; Bragat Rosa N; Cabernet Franc N; Cabernet Sauvignon N; Chatus N; Ciliegiolo N; Cornarea N; Croatina N; Dolcetto N; Doux D'Henry N; Durasa N; Freisa N; Gamay N; Gamba Rossa N; Grignolino N; Lambrusca Di Alessandria N; Malvasia Di Casorzo N; Malvasia Di Schierano N; Malvasia Nera Lunga N; Merlot N; Montanera N; Moscato Nero Di Acqui N; Nebbiolo N; Ner D'Ala N; Neretta Cuneese N; Neretto Di Bairo N; Passau N; Pelaverga N; Pelaverga Piccolo N; Petit Verdot N; Pinot Nero N; Plassa N; Quagliano N; Ruche' N; Sangiovese N; Slarina N; Syrah N; Teroldego N; Uva Rara N; Uvalino N; Vespolina N,63,9000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Barbera Riserva,Red,Wine,Barbera N,Albarossa N; Ancellotta N; Avana' N; Avarengo N; Becuet N; Bonarda N; Brachetto N; Bragat Rosa N; Cabernet Franc N; Cabernet Sauvignon N; Chatus N; Ciliegiolo N; Cornarea N; Croatina N; Dolcetto N; Doux D'Henry N; Durasa N; Freisa N; Gamay N; Gamba Rossa N; Grignolino N; Lambrusca Di Alessandria N; Malvasia Di Casorzo N; Malvasia Di Schierano N; Malvasia Nera Lunga N; Merlot N; Montanera N; Moscato Nero Di Acqui N; Nebbiolo N; Ner D'Ala N; Neretta Cuneese N; Neretto Di Bairo N; Passau N; Pelaverga N; Pelaverga Piccolo N; Petit Verdot N; Pinot Nero N; Plassa N; Quagliano N; Ruche' N; Sangiovese N; Slarina N; Syrah N; Teroldego N; Uva Rara N; Uvalino N; Vespolina N,63,9000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Barbera Superiore,Red,Wine,Barbera N,Albarossa N; Ancellotta N; Avana' N; Avarengo N; Becuet N; Bonarda N; Brachetto N; Bragat Rosa N; Cabernet Franc N; Cabernet Sauvignon N; Chatus N; Ciliegiolo N; Cornarea N; Croatina N; Dolcetto N; Doux D'Henry N; Durasa N; Freisa N; Gamay N; Gamba Rossa N; Grignolino N; Lambrusca Di Alessandria N; Malvasia Di Casorzo N; Malvasia Di Schierano N; Malvasia Nera Lunga N; Merlot N; Montanera N; Moscato Nero Di Acqui N; Nebbiolo N; Ner D'Ala N; Neretta Cuneese N; Neretto Di Bairo N; Passau N; Pelaverga N; Pelaverga Piccolo N; Petit Verdot N; Pinot Nero N; Plassa N; Quagliano N; Ruche' N; Sangiovese N; Slarina N; Syrah N; Teroldego N; Uva Rara N; Uvalino N; Vespolina N,56,8000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Dolcetto,Red,Wine,Dolcetto N,Albarossa N; Ancellotta N; Avana' N; Avarengo N; Barbera N; Becuet N; Bonarda N; Brachetto N; Bragat Rosa N; Cabernet Franc N; Cabernet Sauvignon N; Chatus N; Ciliegiolo N; Cornarea N; Croatina N; Doux D'Henry N; Durasa N; Freisa N; Gamay N; Gamba Rossa N; Grignolino N; Lambrusca Di Alessandria N; Malvasia Di Casorzo N; Malvasia Di Schierano N; Malvasia Nera Lunga N; Merlot N; Montanera N; Moscato Nero Di Acqui N; Nebbiolo N; Ner D'Ala N; Neretta Cuneese N; Neretto Di Bairo N; Passau N; Pelaverga N; Pelaverga Piccolo N; Petit Verdot N; Pinot Nero N; Plassa N; Quagliano N; Ruche' N; Sangiovese N; Slarina N; Syrah N; Teroldego N; Uva Rara N; Uvalino N; Vespolina N,63,9000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Dolcetto Novello,Red,Wine,Dolcetto N,Albarossa N; Ancellotta N; Avana' N; Avarengo N; Barbera N; Becuet N; Bonarda N; Brachetto N; Bragat Rosa N; Cabernet Franc N; Cabernet Sauvignon N; Chatus N; Ciliegiolo N; Cornarea N; Croatina N; Doux D'Henry N; Durasa N; Freisa N; Gamay N; Gamba Rossa N; Grignolino N; Lambrusca Di Alessandria N; Malvasia Di Casorzo N; Malvasia Di Schierano N; Malvasia Nera Lunga N; Merlot N; Montanera N; Moscato Nero Di Acqui N; Nebbiolo N; Ner D'Ala N; Neretta Cuneese N; Neretto Di Bairo N; Passau N; Pelaverga N; Pelaverga Piccolo N; Petit Verdot N; Pinot Nero N; Plassa N; Quagliano N; Ruche' N; Sangiovese N; Slarina N; Syrah N; Teroldego N; Uva Rara N; Uvalino N; Vespolina N,84,9000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Croatina,Red,Wine,Croatina N,Albarossa N; Ancellotta N; Avana' N; Avarengo N; Barbera N; Becuet N; Bonarda N; Brachetto N; Bragat Rosa N; Cabernet Franc N; Cabernet Sauvignon N; Chatus N; Ciliegiolo N; Cornarea N; Dolcetto N; Doux D'Henry N; Durasa N; Freisa N; Gamay N; Gamba Rossa N; Grignolino N; Lambrusca Di Alessandria N; Malvasia Di Casorzo N; Malvasia Di Schierano N; Malvasia Nera Lunga N; Merlot N; Montanera N; Moscato Nero Di Acqui N; Nebbiolo N; Ner D'Ala N; Neretta Cuneese N; Neretto Di Bairo N; Passau N; Pelaverga N; Pelaverga Piccolo N; Petit Verdot N; Pinot Nero N; Plassa N; Quagliano N; Ruche' N; Sangiovese N; Slarina N; Syrah N; Teroldego N; Uva Rara N; Uvalino N; Vespolina N,58,9000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Croatina Riserva,Red,Wine,Croatina N,Albarossa N; Ancellotta N; Avana' N; Avarengo N; Barbera N; Becuet N; Bonarda N; Brachetto N; Bragat Rosa N; Cabernet Franc N; Cabernet Sauvignon N; Chatus N; Ciliegiolo N; Cornarea N; Dolcetto N; Doux D'Henry N; Durasa N; Freisa N; Gamay N; Gamba Rossa N; Grignolino N; Lambrusca Di Alessandria N; Malvasia Di Casorzo N; Malvasia Di Schierano N; Malvasia Nera Lunga N; Merlot N; Montanera N; Moscato Nero Di Acqui N; Nebbiolo N; Ner D'Ala N; Neretta Cuneese N; Neretto Di Bairo N; Passau N; Pelaverga N; Pelaverga Piccolo N; Petit Verdot N; Pinot Nero N; Plassa N; Quagliano N; Ruche' N; Sangiovese N; Slarina N; Syrah N; Teroldego N; Uva Rara N; Uvalino N; Vespolina N,58,9000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Freisa,Red,Wine,Freisa N,Albarossa N; Ancellotta N; Avana' N; Avarengo N; Barbera N; Becuet N; Bonarda N; Brachetto N; Bragat Rosa N; Cabernet Franc N; Cabernet Sauvignon N; Chatus N; Ciliegiolo N; Cornarea N; Croatina N; Dolcetto N; Doux D'Henry N; Durasa N; Gamay N; Gamba Rossa N; Grignolino N; Lambrusca Di Alessandria N; Malvasia Di Casorzo N; Malvasia Di Schierano N; Malvasia Nera Lunga N; Merlot N; Montanera N; Moscato Nero Di Acqui N; Nebbiolo N; Ner D'Ala N; Neretta Cuneese N; Neretto Di Bairo N; Passau N; Pelaverga N; Pelaverga Piccolo N; Petit Verdot N; Pinot Nero N; Plassa N; Quagliano N; Ruche' N; Sangiovese N; Slarina N; Syrah N; Teroldego N; Uva Rara N; Uvalino N; Vespolina N,63,9000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Bianco,White,Wine,Barbera Bianca B; Chardonnay B; Cortese B; Favorita B; Mueller Thurgau B; Pinot Bianco B; Pinot Grigio G; Riesling Italico B; Riesling Renano B; Sauvignon B; Sylvaner Verde B; Timorasso B,na,84,10000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Bianco Frizzante,White,Semi-Sparkling Wine,Barbera Bianca B; Chardonnay B; Cortese B; Favorita B; Mueller Thurgau B; Pinot Bianco B; Pinot Grigio G; Riesling Italico B; Riesling Renano B; Sauvignon B; Sylvaner Verde B; Timorasso B,na,84,10000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Cortese,White,Wine,Cortese B,Arneis B; Baratuciat B; Barbera Bianca B; Bussanello B; Erbaluce B; Favorita B; Malvasia Moscata B; Manzoni Bianco B; Moscato Bianco B; Mueller Thurgau B; Nascetta B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Rossese Bianco B; Sauvignon B; Sylvaner Verde B; Timorasso B; Viognier B,70,10000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Cortese Riserva,White,Wine,Cortese B,Arneis B; Baratuciat B; Barbera Bianca B; Bussanello B; Erbaluce B; Favorita B; Malvasia Moscata B; Manzoni Bianco B; Moscato Bianco B; Mueller Thurgau B; Nascetta B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Rossese Bianco B; Sauvignon B; Sylvaner Verde B; Timorasso B; Viognier B,70,10000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Cortese Frizzante,White,Semi-Sparkling Wine,Cortese B,Arneis B; Baratuciat B; Barbera Bianca B; Bussanello B; Erbaluce B; Favorita B; Malvasia Moscata B; Manzoni Bianco B; Moscato Bianco B; Mueller Thurgau B; Nascetta B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Rossese Bianco B; Sauvignon B; Sylvaner Verde B; Timorasso B; Viognier B,70,10000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Cortese Spumante,White,Sparkling Wine,Cortese B,Arneis B; Baratuciat B; Barbera Bianca B; Bussanello B; Erbaluce B; Favorita B; Malvasia Moscata B; Manzoni Bianco B; Moscato Bianco B; Mueller Thurgau B; Nascetta B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Rossese Bianco B; Sauvignon B; Sylvaner Verde B; Timorasso B; Viognier B,70,10000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Favorita,White,Wine,Favorita B,Arneis B; Baratuciat B; Barbera Bianca B; Bussanello B; Cortese B; Erbaluce B; Malvasia Moscata B; Manzoni Bianco B; Moscato Bianco B; Mueller Thurgau B; Nascetta B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Rossese Bianco B; Sauvignon B; Sylvaner Verde B; Timorasso B; Viognier B,70,10000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Timorasso,White,Wine,Timorasso B,Arneis B; Baratuciat B; Barbera Bianca B; Bussanello B; Cortese B; Erbaluce B; Favorita B; Malvasia Moscata B; Manzoni Bianco B; Moscato Bianco B; Mueller Thurgau B; Nascetta B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Rossese Bianco B; Sauvignon B; Sylvaner Verde B; Viognier B,52,8000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Timorasso Riserva,White,Wine,Timorasso B,Arneis B; Baratuciat B; Barbera Bianca B; Bussanello B; Cortese B; Erbaluce B; Favorita B; Malvasia Moscata B; Manzoni Bianco B; Moscato Bianco B; Mueller Thurgau B; Nascetta B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Rossese Bianco B; Sauvignon B; Sylvaner Verde B; Viognier B,52,8000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Moscato,White,Wine,Moscato Bianco B,na,63,9000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Chiaretto,Rosé,Wine,Aléatico N; Barbera N; Bonarda N; Cabernet Franc N; Cabernet Sauvignon N; Croatina N; Dolcetto N; Freisa N; Grignolino N; Lambrusca Di Alessandria N; Merlot N; Nebbiolo N; Pinot Nero N; Sangiovese N,na,84,12000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Chiaretto Frizzante,Rosé,Semi-Sparkling Wine,Aléatico N; Barbera N; Bonarda N; Cabernet Franc N; Cabernet Sauvignon N; Croatina N; Dolcetto N; Freisa N; Grignolino N; Lambrusca Di Alessandria N; Merlot N; Nebbiolo N; Pinot Nero N; Sangiovese N,na,84,12000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Monleale,Red,Wine,Barbera N,Albarossa N; Ancellotta N; Avana' N; Avarengo N; Becuet N; Bonarda N; Brachetto N; Bragat Rosa N; Cabernet Franc N; Cabernet Sauvignon N; Chatus N; Ciliegiolo N; Cornarea N; Croatina N; Dolcetto N; Doux D'Henry N; Durasa N; Freisa N; Gamay N; Gamba Rossa N; Grignolino N; Lambrusca Di Alessandria N; Malvasia Di Casorzo N; Malvasia Di Schierano N; Malvasia Nera Lunga N; Merlot N; Montanera N; Moscato Nero Di Acqui N; Nebbiolo N; Ner D'Ala N; Neretta Cuneese N; Neretto Di Bairo N; Passau N; Pelaverga N; Pelaverga Piccolo N; Petit Verdot N; Pinot Nero N; Plassa N; Quagliano N; Ruche' N; Sangiovese N; Slarina N; Syrah N; Teroldego N; Uva Rara N; Uvalino N; Vespolina N,50,,
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Terre di Libarna Timorasso,White,Wine,Timorasso B,Arneis B; Baratuciat B; Barbera Bianca B; Bussanello B; Cortese B; Erbaluce B; Favorita B; Malvasia Moscata B; Manzoni Bianco B; Moscato Bianco B; Mueller Thurgau B; Nascetta B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Rossese Bianco B; Sauvignon B; Sylvaner Verde B; Viognier B,56,8000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Terre di Libarna Bianco,White,Wine,Timorasso B,Arneis B; Baratuciat B; Barbera Bianca B; Bussanello B; Cortese B; Erbaluce B; Favorita B; Malvasia Moscata B; Manzoni Bianco B; Moscato Bianco B; Mueller Thurgau B; Nascetta B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Rossese Bianco B; Sauvignon B; Sylvaner Verde B; Viognier B,70,10000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Terre di Libarna Rosso,Red,Wine,Barbera N,Albarossa N; Ancellotta N; Avana' N; Avarengo N; Becuet N; Bonarda N; Brachetto N; Bragat Rosa N; Cabernet Franc N; Cabernet Sauvignon N; Chatus N; Ciliegiolo N; Cornarea N; Croatina N; Dolcetto N; Doux D'Henry N; Durasa N; Freisa N; Gamay N; Gamba Rossa N; Grignolino N; Lambrusca Di Alessandria N; Malvasia Di Casorzo N; Malvasia Di Schierano N; Malvasia Nera Lunga N; Merlot N; Montanera N; Moscato Nero Di Acqui N; Nebbiolo N; Ner D'Ala N; Neretta Cuneese N; Neretto Di Bairo N; Passau N; Pelaverga N; Pelaverga Piccolo N; Petit Verdot N; Pinot Nero N; Plassa N; Quagliano N; Ruche' N; Sangiovese N; Slarina N; Syrah N; Teroldego N; Uva Rara N; Uvalino N; Vespolina N,70,10000,3300
Italy,Colli Tortonesi,3/29/1976 0:00,Colli Tortonesi Terre di Libarna Spumante,White,Sparkling Wine,Timorasso B,Arneis B; Baratuciat B; Barbera Bianca B; Bussanello B; Cortese B; Erbaluce B; Favorita B; Malvasia Moscata B; Manzoni Bianco B; Moscato Bianco B; Mueller Thurgau B; Nascetta B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Rossese Bianco B; Sauvignon B; Sylvaner Verde B; Viognier B,70,10000,3300
Italy,Collina Torinese,4/14/2004 0:00,Collina Torinese Barbera,Red,Wine,Barbera N,Albarossa N; Ancellotta N; Avana' N; Avarengo N; Becuet N; Bonarda N; Brachetto N; Bragat Rosa N; Cabernet Franc N; Cabernet Sauvignon N; Chatus N; Ciliegiolo N; Cornarea N; Croatina N; Dolcetto N; Doux D'Henry N; Durasa N; Freisa N; Gamay N; Gamba Rossa N; Grignolino N; Lambrusca Di Alessandria N; Malvasia Di Casorzo N; Malvasia Di Schierano N; Malvasia Nera Lunga N; Merlot N; Montanera N; Moscato Nero Di Acqui N; Nebbiolo N; Ner D'Ala N; Neretta Cuneese N; Neretto Di Bairo N; Passau N; Pelaverga N; Pelaverga Piccolo N; Petit Verdot N; Pinot Nero N; Plassa N; Quagliano N; Ruche' N; Sangiovese N; Slarina N; Syrah N; Teroldego N; Uva Rara N; Uvalino N; Vespolina N,63,9000,3300
Italy,Collina Torinese,4/14/2004 0:00,Collina Torinese Rosso,Red,Wine,Barbera N; Freisa N,Albarossa N; Ancellotta N; Avana' N; Avarengo N; Becuet N; Bonarda N; Brachetto N; Bragat Rosa N; Cabernet Franc N; Cabernet Sauvignon N; Chatus N; Ciliegiolo N; Cornarea N; Croatina N; Dolcetto N; Doux D'Henry N; Durasa N; Gamay N; Gamba Rossa N; Grignolino N; Lambrusca Di Alessandria N; Malvasia Di Casorzo N; Malvasia Di Schierano N; Malvasia Nera Lunga N; Merlot N; Montanera N; Moscato Nero Di Acqui N; Nebbiolo N; Ner D'Ala N; Neretta Cuneese N; Neretto Di Bairo N; Passau N; Pelaverga N; Pelaverga Piccolo N; Petit Verdot N; Pinot Nero N; Plassa N; Quagliano N; Ruche' N; Sangiovese N; Slarina N; Syrah N; Teroldego N; Uva Rara N; Uvalino N; Vespolina N,70,10000,3300
Italy,Collina Torinese,4/14/2004 0:00,Collina Torinese Rosso Novello,Red,Wine,Barbera N; Freisa N,Albarossa N; Ancellotta N; Avana' N; Avarengo N; Becuet N; Bonarda N; Brachetto N; Bragat Rosa N; Cabernet Franc N; Cabernet Sauvignon N; Chatus N; Ciliegiolo N; Cornarea N; Croatina N; Dolcetto N; Doux D'Henry N; Durasa N; Gamay N; Gamba Rossa N; Grignolino N; Lambrusca Di Alessandria N; Malvasia Di Casorzo N; Malvasia Di Schierano N; Malvasia Nera Lunga N; Merlot N; Montanera N; Moscato Nero Di Acqui N; Nebbiolo N; Ner D'Ala N; Neretta Cuneese N; Neretto Di Bairo N; Passau N; Pelaverga N; Pelaverga Piccolo N; Petit Verdot N; Pinot Nero N; Plassa N; Quagliano N; Ruche' N; Sangiovese N; Slarina N; Syrah N; Teroldego N; Uva Rara N; Uvalino N; Vespolina N,70,10000,3300
Italy,Collina Torinese,4/14/2004 0:00,Collina Torinese Bonarda,Red,Wine,Bonarda N,Albarossa N; Ancellotta N; Avana' N; Avarengo N; Barbera N; Becuet N; Brachetto N; Bragat Rosa N; Cabernet Franc N; Cabernet Sauvignon N; Chatus N; Ciliegiolo N; Cornarea N; Croatina N; Dolcetto N; Doux D'Henry N; Durasa N; Freisa N; Gamay N; Gamba Rossa N; Grignolino N; Lambrusca Di Alessandria N; Malvasia Di Casorzo N; Malvasia Di Schierano N; Malvasia Nera Lunga N; Merlot N; Montanera N; Moscato Nero Di Acqui N; Nebbiolo N; Ner D'Ala N; Neretta Cuneese N; Neretto Di Bairo N; Passau N; Pelaverga N; Pelaverga Piccolo N; Petit Verdot N; Pinot Nero N; Plassa N; Quagliano N; Ruche' N; Sangiovese N; Slarina N; Syrah N; Teroldego N; Uva Rara N; Uvalino N; Vespolina N,63,9000,3300
Italy,Collina Torinese,4/14/2004 0:00,Collina Torinese Malvasia,Red,Wine,Malvasia Di Schierano N; Malvasia Nera Lunga N,Albarossa N; Ancellotta N; Avana' N; Avarengo N; Barbera N; Becuet N; Bonarda N; Brachetto N; Bragat Rosa N; Cabernet Franc N; Cabernet Sauvignon N; Chatus N; Ciliegiolo N; Cornarea N; Croatina N; Dolcetto N; Doux D'Henry N; Durasa N; Freisa N; Gamay N; Gamba Rossa N; Grignolino N; Lambrusca Di Alessandria N; Malvasia Di Casorzo N; Merlot N; Montanera N; Moscato Nero Di Acqui N; Nebbiolo N; Ner D'Ala N; Neretta Cuneese N; Neretto Di Bairo N; Passau N; Pelaverga N; Pelaverga Piccolo N; Petit Verdot N; Pinot Nero N; Plassa N; Quagliano N; Ruche' N; Sangiovese N; Slarina N; Syrah N; Teroldego N; Uva Rara N; Uvalino N; Vespolina N,77,11000,3300
Italy,Collina Torinese,4/14/2004 0:00,Collina Torinese Pelaverga/Cari,Red,Wine,Pelaverga N,Albarossa N; Ancellotta N; Avana' N; Avarengo N; Barbera N; Becuet N; Bonarda N; Brachetto N; Bragat Rosa N; Cabernet Franc N; Cabernet Sauvignon N; Chatus N; Ciliegiolo N; Cornarea N; Croatina N; Dolcetto N; Doux D'Henry N; Durasa N; Freisa N; Gamay N; Gamba Rossa N; Grignolino N; Lambrusca Di Alessandria N; Malvasia Di Casorzo N; Malvasia Di Schierano N; Malvasia Nera Lunga N; Merlot N; Montanera N; Moscato Nero Di Acqui N; Nebbiolo N; Ner D'Ala N; Neretta Cuneese N; Neretto Di Bairo N; Passau N; Pelaverga Piccolo N; Petit Verdot N; Pinot Nero N; Plassa N; Quagliano N; Ruche' N; Sangiovese N; Slarina N; Syrah N; Teroldego N; Uva Rara N; Uvalino N; Vespolina N,56,8000,3300
Italy,Colline Joniche Tarantine,8/8/2009 0:00,Colline Joniche Tarantine Bianco,White,Wine,Chardonnay B,Asprinio Bianco B; Bianco D'Alessano B; Bombino Bianco B; Falanghina B; Fiano B; Francavidda B; Garganega B; Greco B; Greco Bianco; Grillo B; Malvasia Bianca B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Manzoni Bianco B; Maresco B; Minutolo B; Moscatello Selvatico B; Moscato Bianco B; Pampanuto B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Trebbiano Giallo B; Trebbiano Toscano B; Verdeca B; Verdicchio Bianco B; Vermentino B,84,12000,3500
Italy,Colline Joniche Tarantine,8/8/2009 0:00,Colline Joniche Tarantine Bianco Spumante,White,Wine,Chardonnay B,Asprinio Bianco B; Bianco D'Alessano B; Bombino Bianco B; Falanghina B; Fiano B; Francavidda B; Garganega B; Greco B; Greco Bianco; Grillo B; Malvasia Bianca B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Manzoni Bianco B; Maresco B; Minutolo B; Moscatello Selvatico B; Moscato Bianco B; Pampanuto B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Trebbiano Giallo B; Trebbiano Toscano B; Verdeca B; Verdicchio Bianco B; Vermentino B,84,12000,3500
