COUNTRY,PDOnam,Registration,WINE_NAME,Color,Category,PRIMARY_VINE_VARIETIES,SECONDARY_VINE_VARIETIES,Max_yield_hl,Max_yield_kg,Min_density
Italy,Squinzano,12/31/1982 0:00,Squinzano Rosso Novello,Red,Wine,Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Negro Amaro N; Sangiovese N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Malvasia Nera Di Basilicata N; Merlot N; Montepulciano N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Refosco Dal Peduncolo Rosso N; Susumaniello N; Syrah N; Uva Di Troia N,98,14000,3800
Italy,Squinzano,12/31/1982 0:00,Squinzano Rosso Riserva,Red,Wine,Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Negro Amaro N; Sangiovese N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Malvasia Nera Di Basilicata N; Merlot N; Montepulciano N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Refosco Dal Peduncolo Rosso N; Susumaniello N; Syrah N; Uva Di Troia N,98,14000,3800
Italy,Squinzano,12/31/1982 0:00,Squinzano Rosato,Rosé,Wine,Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Negro Amaro N; Sangiovese N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Malvasia Nera Di Basilicata N; Merlot N; Montepulciano N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Refosco Dal Peduncolo Rosso N; Susumaniello N; Syrah N; Uva Di Troia N,55,11000,3800
Italy,Squinzano,12/31/1982 0:00,Squinzano Rosato Spumante,Rosé,Sparkling Wine,Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Negro Amaro N; Sangiovese N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Malvasia Nera Di Basilicata N; Merlot N; Montepulciano N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Refosco Dal Peduncolo Rosso N; Susumaniello N; Syrah N; Uva Di Troia N,55,11000,3800
Italy,Squinzano,12/31/1982 0:00,Squinzano Negroamaro Rosso,Red,Wine,Negro Amaro N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Malvasia Nera Di Basilicata N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Merlot N; Montepulciano N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Susumaniello N; Syrah N; Uva Di Troia N,98,14000,3800
Italy,Squinzano,12/31/1982 0:00,Squinzano Negroamaro Rosso Riserva,Red,Wine,Negro Amaro N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Malvasia Nera Di Basilicata N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Merlot N; Montepulciano N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Susumaniello N; Syrah N; Uva Di Troia N,98,14000,3800
Italy,Squinzano,12/31/1982 0:00,Squinzano Negroamaro Rosato,Rosé,Wine,Negro Amaro N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Malvasia Nera Di Basilicata N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Merlot N; Montepulciano N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Susumaniello N; Syrah N; Uva Di Troia N,98,14000,3800
Italy,Squinzano,12/31/1982 0:00,Squinzano Negroamaro Rosato Spumante,Rosé,Sparkling Wine,Negro Amaro N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Malvasia Nera Di Basilicata N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Merlot N; Montepulciano N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Susumaniello N; Syrah N; Uva Di Troia N,98,14000,3800
Italy,Squinzano,12/31/1982 0:00,Squinzano Susumaniello Rosso,Red,Wine,Susumaniello N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Malvasia Nera Di Basilicata N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Merlot N; Montepulciano N; Negro Amaro N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Syrah N; Uva Di Troia N,98,14000,3800
Italy,Squinzano,12/31/1982 0:00,Squinzano Bianco,White,Wine,Chardonnay B; Malvasia Bianca B,Asprinio Bianco B; Bianco D'Alessano B; Bombino Bianco B; Falanghina B; Fiano B; Francavidda B; Garganega B; Greco B; Greco Bianco; Grillo B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Manzoni Bianco B; Maresco B; Minutolo B; Moscatello Selvatico B; Moscato Bianco B; Pampanuto B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Trebbiano Giallo B; Trebbiano Toscano B; Verdeca B; Verdicchio Bianco B; Vermentino B,91,13000,3800
Italy,Squinzano,12/31/1982 0:00,Squinzano Bianco Spumante,White,Sparkling Wine,Chardonnay B; Malvasia Bianca B,Asprinio Bianco B; Bianco D'Alessano B; Bombino Bianco B; Falanghina B; Fiano B; Francavidda B; Garganega B; Greco B; Greco Bianco; Grillo B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Manzoni Bianco B; Maresco B; Minutolo B; Moscatello Selvatico B; Moscato Bianco B; Pampanuto B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Trebbiano Giallo B; Trebbiano Toscano B; Verdeca B; Verdicchio Bianco B; Vermentino B,91,13000,3800
Italy,Squinzano,12/31/1982 0:00,Squinzano Chardonnay,White,Wine,Chardonnay B,Asprinio Bianco B; Bianco D'Alessano B; Bombino Bianco B; Falanghina B; Fiano B; Francavidda B; Garganega B; Greco B; Greco Bianco; Grillo B; Malvasia Bianca B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Manzoni Bianco B; Maresco B; Minutolo B; Moscatello Selvatico B; Moscato Bianco B; Pampanuto B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Trebbiano Giallo B; Trebbiano Toscano B; Verdeca B; Verdicchio Bianco B; Vermentino B,91,13000,3800
Italy,Squinzano,12/31/1982 0:00,Squinzano Chardonnay Spumante,White,Sparkling Wine,Chardonnay B,Asprinio Bianco B; Bianco D'Alessano B; Bombino Bianco B; Falanghina B; Fiano B; Francavidda B; Garganega B; Greco B; Greco Bianco; Grillo B; Malvasia Bianca B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Manzoni Bianco B; Maresco B; Minutolo B; Moscatello Selvatico B; Moscato Bianco B; Pampanuto B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Trebbiano Giallo B; Trebbiano Toscano B; Verdeca B; Verdicchio Bianco B; Vermentino B,91,13000,3800
Italy,Squinzano,12/31/1982 0:00,Squinzano Malvasia Bianca,White,Wine,Malvasia Bianca B,Asprinio Bianco B; Bianco D'Alessano B; Bombino Bianco B; Falanghina B; Fiano B; Francavidda B; Garganega B; Greco B; Greco Bianco; Grillo B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Manzoni Bianco B; Maresco B; Minutolo B; Moscatello Selvatico B; Moscato Bianco B; Pampanuto B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Trebbiano Giallo B; Trebbiano Toscano B; Verdeca B; Verdicchio Bianco B; Vermentino B,91,13000,3800
Italy,Squinzano,12/31/1982 0:00,Squinzano Malvasia Bianca Spumante,White,Sparkling Wine,Malvasia Bianca B,Asprinio Bianco B; Bianco D'Alessano B; Bombino Bianco B; Falanghina B; Fiano B; Francavidda B; Garganega B; Greco B; Greco Bianco; Grillo B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Manzoni Bianco B; Maresco B; Minutolo B; Moscatello Selvatico B; Moscato Bianco B; Pampanuto B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Trebbiano Giallo B; Trebbiano Toscano B; Verdeca B; Verdicchio Bianco B; Vermentino B,91,13000,3800
Italy,Squinzano,12/31/1982 0:00,Squinzano Fiano,White,Wine,Fiano B,Asprinio Bianco B; Bianco D'Alessano B; Bombino Bianco B; Falanghina B; Francavidda B; Garganega B; Greco B; Greco Bianco; Grillo B; Malvasia Bianca B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Manzoni Bianco B; Maresco B; Minutolo B; Moscatello Selvatico B; Moscato Bianco B; Pampanuto B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Trebbiano Giallo B; Trebbiano Toscano B; Verdeca B; Verdicchio Bianco B; Vermentino B,91,13000,3800
Italy,Squinzano,12/31/1982 0:00,Squinzano Fiano Spumante,White,Sparkling Wine,Fiano B,Asprinio Bianco B; Bianco D'Alessano B; Bombino Bianco B; Falanghina B; Francavidda B; Garganega B; Greco B; Greco Bianco; Grillo B; Malvasia Bianca B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Manzoni Bianco B; Maresco B; Minutolo B; Moscatello Selvatico B; Moscato Bianco B; Pampanuto B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Trebbiano Giallo B; Trebbiano Toscano B; Verdeca B; Verdicchio Bianco B; Vermentino B,91,13000,3800
Italy,Squinzano,12/31/1982 0:00,Squinzano Sauvignon,White,Wine,Sauvignon B,Asprinio Bianco B; Bianco D'Alessano B; Bombino Bianco B; Falanghina B; Fiano B; Francavidda B; Garganega B; Greco B; Greco Bianco; Grillo B; Malvasia Bianca B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Manzoni Bianco B; Maresco B; Minutolo B; Moscatello Selvatico B; Moscato Bianco B; Pampanuto B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Semillon B; Sylvaner Verde B; Trebbiano Giallo B; Trebbiano Toscano B; Verdeca B; Verdicchio Bianco B; Vermentino B,91,13000,3800
Italy,Squinzano,12/31/1982 0:00,Squinzano Sauvignon Spumante,White,Sparkling Wine,Sauvignon B,Asprinio Bianco B; Bianco D'Alessano B; Bombino Bianco B; Falanghina B; Fiano B; Francavidda B; Garganega B; Greco B; Greco Bianco; Grillo B; Malvasia Bianca B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Manzoni Bianco B; Maresco B; Minutolo B; Moscatello Selvatico B; Moscato Bianco B; Pampanuto B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Semillon B; Sylvaner Verde B; Trebbiano Giallo B; Trebbiano Toscano B; Verdeca B; Verdicchio Bianco B; Vermentino B,91,13000,3800
Italy,Strevi,2/17/2006 0:00,Strevi Passito,White,Wine,Moscato Bianco B,na,30,6000,4000
Italy,Strevi,2/17/2006 0:00,Strevi Passito (con Menzione Vigna),White,Wine,Moscato Bianco B,na,27,5400,4000
Italy,Suvereto,12/21/2011 0:00,Suvereto,Red,Wine,Cabernet Sauvignon N; Merlot N,Alicante Bouschet N; Alicante N; Ancellotta N; Barbera N; Barsaglina N; Bonamico N; Bracciola Nera N; Cabernet Franc N; Calabrese N; Caloria N; Canaiolo Nero N; Canina Nera N; Carignano N; Carmenere N; Cesanese D Affile N; Ciliegiolo N; Colombana Nera N; Colorino N; Foglia Tonda N; Gamay N; Gralima N; Grand Noir N; Gratena N; Groppello Di S. Stefano N; Groppello Gentile N; Lambrusco Maestri N; Malbech N; Malvasia N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Mammolo N; Mazzese N; Merlese N; Mondeuse N; Montepulciano N; Moscato D Amburgo N; Mourvedre N; Nocchianello Nero N; Pinot Nero N; Pollera Nera N; Prugnolo Gentile N; Pugnitello N; Rebo N; Refosco Dal Peduncolo Rosso N; Roussin N; Sagrantino N; Sanforte N; Sangiovese N; Schiava Gentile N; Syrah N; Tempranillo N; Teroldego N; Vermentino Nero N,61,,
Italy,Suvereto,12/21/2011 0:00,Suvereto Sangiovese,Red,Wine,Sangiovese N,Alicante Bouschet N; Alicante N; Ancellotta N; Barbera N; Barsaglina N; Bonamico N; Bracciola Nera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Caloria N; Canaiolo Nero N; Canina Nera N; Carignano N; Carmenere N; Cesanese D Affile N; Ciliegiolo N; Colombana Nera N; Colorino N; Foglia Tonda N; Gamay N; Gralima N; Grand Noir N; Gratena N; Groppello Di S. Stefano N; Groppello Gentile N; Lambrusco Maestri N; Malbech N; Malvasia N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Mammolo N; Mazzese N; Merlese N; Merlot N; Mondeuse N; Montepulciano N; Moscato D Amburgo N; Mourvedre N; Nocchianello Nero N; Pinot Nero N; Pollera Nera N; Prugnolo Gentile N; Pugnitello N; Rebo N; Refosco Dal Peduncolo Rosso N; Roussin N; Sagrantino N; Sanforte N; Schiava Gentile N; Syrah N; Tempranillo N; Teroldego N; Vermentino Nero N,61,,
Italy,Suvereto,12/21/2011 0:00,Suvereto Merlot,Red,Wine,Merlot N,Alicante Bouschet N; Alicante N; Ancellotta N; Barbera N; Barsaglina N; Bonamico N; Bracciola Nera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Caloria N; Canaiolo Nero N; Canina Nera N; Carignano N; Carmenere N; Cesanese D Affile N; Ciliegiolo N; Colombana Nera N; Colorino N; Foglia Tonda N; Gamay N; Gralima N; Grand Noir N; Gratena N; Groppello Di S. Stefano N; Groppello Gentile N; Lambrusco Maestri N; Malbech N; Malvasia N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Mammolo N; Mazzese N; Merlese N; Mondeuse N; Montepulciano N; Moscato D Amburgo N; Mourvedre N; Nocchianello Nero N; Pinot Nero N; Pollera Nera N; Prugnolo Gentile N; Pugnitello N; Rebo N; Refosco Dal Peduncolo Rosso N; Roussin N; Sagrantino N; Sanforte N; Sangiovese N; Schiava Gentile N; Syrah N; Tempranillo N; Teroldego N; Vermentino Nero N,61,,
Italy,Suvereto,12/21/2011 0:00,Suvereto Cabernet Sauvignon,Red,Wine,Cabernet Sauvignon N,Alicante Bouschet N; Alicante N; Ancellotta N; Barbera N; Barsaglina N; Bonamico N; Bracciola Nera N; Cabernet Franc N; Calabrese N; Caloria N; Canaiolo Nero N; Canina Nera N; Carignano N; Carmenere N; Cesanese D Affile N; Ciliegiolo N; Colombana Nera N; Colorino N; Foglia Tonda N; Gamay N; Gralima N; Grand Noir N; Gratena N; Groppello Di S. Stefano N; Groppello Gentile N; Lambrusco Maestri N; Malbech N; Malvasia N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Mammolo N; Mazzese N; Merlese N; Merlot N; Mondeuse N; Montepulciano N; Moscato D Amburgo N; Mourvedre N; Nocchianello Nero N; Pinot Nero N; Pollera Nera N; Prugnolo Gentile N; Pugnitello N; Rebo N; Refosco Dal Peduncolo Rosso N; Roussin N; Sagrantino N; Sanforte N; Sangiovese N; Schiava Gentile N; Syrah N; Tempranillo N; Teroldego N; Vermentino Nero N,61,,
France,Tavel,9/18/1973 0:00,Tavel,Rosé,Wine,Bourboulenc B; Cinsaut N; Clairette B; Clairette Rose Rs; Grenache Blanc B; Grenache Gris G; Grenache N; Mourvèdre N; Piquepoul Blanc B; Piquepoul Gris G; Piquepoul Noir N; Syrah N,Calitor N; Carignan Blanc B; Carignan N,50,na,4000
Italy,Tavoliere delle Puglie/Tavoliere,12/13/2011 0:00,Tavoliere delle Puglie/Tavoliere Rosso,Red,Wine,Uva Di Troia N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Malvasia Nera Di Basilicata N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Merlot N; Montepulciano N; Negro Amaro N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Somarello Rosso N; Susumaniello N; Syrah N,105,15000,3500
Italy,Tavoliere delle Puglie/Tavoliere,12/13/2011 0:00,Tavoliere delle Puglie/Tavoliere Rosato,Rosé,Wine,Uva Di Troia N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Malvasia Nera Di Basilicata N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Merlot N; Montepulciano N; Negro Amaro N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Somarello Rosso N; Susumaniello N; Syrah N,112,16000,3500
Italy,Tavoliere delle Puglie/Tavoliere,12/13/2011 0:00,Tavoliere delle Puglie/Tavoliere Rosso Riserva,Red,Wine,Uva Di Troia N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Malvasia Nera Di Basilicata N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Merlot N; Montepulciano N; Negro Amaro N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Somarello Rosso N; Susumaniello N; Syrah N,105,15000,3500
Italy,Tavoliere delle Puglie/Tavoliere,12/13/2011 0:00,Tavoliere delle Puglie/Tavoliere Nero di Troia,Red,Wine,Uva Di Troia N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Malvasia Nera Di Basilicata N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Merlot N; Montepulciano N; Negro Amaro N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Somarello Rosso N; Susumaniello N; Syrah N,98,14000,3500
Italy,Tavoliere delle Puglie/Tavoliere,12/13/2011 0:00,Tavoliere delle Puglie/Tavoliere Nero di Troia Riserva,Red,Wine,Uva Di Troia N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Malvasia Nera Di Basilicata N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Merlot N; Montepulciano N; Negro Amaro N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Somarello Rosso N; Susumaniello N; Syrah N,98,14000,3500
Italy,Terra d’Otranto,12/13/2011 0:00,Terra d’Otranto Rosato,Rosé,Wine,Malvasia N; Malvasia Nera Di Basilicata N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Negro Amaro N; Primitivo N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Merlot N; Montepulciano N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Susumaniello N; Syrah N; Uva Di Troia N,55,11000,4000
Italy,Terra d’Otranto,12/13/2011 0:00,Terra d’Otranto Rosso,Red,Wine,Malvasia N; Malvasia Nera Di Basilicata N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Negro Amaro N; Primitivo N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Merlot N; Montepulciano N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Susumaniello N; Syrah N; Uva Di Troia N,77,11000,4000
Italy,Terra d’Otranto,12/13/2011 0:00,Terra d’Otranto Rosso Riserva,Red,Wine,Malvasia N; Malvasia Nera Di Basilicata N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Negro Amaro N; Primitivo N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Merlot N; Montepulciano N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Susumaniello N; Syrah N; Uva Di Troia N,77,11000,4000
Italy,Terra d’Otranto,12/13/2011 0:00,Terra d’Otranto Rosato Spumante,Rosé,Sparkling Wine,Negro Amaro N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Malvasia Nera Di Basilicata N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Merlot N; Montepulciano N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Susumaniello N; Syrah N; Uva Di Troia N,55,11000,4000
Italy,Terra d’Otranto,12/13/2011 0:00,Terra d’Otranto Rosato Frizzante,Red,Semi-Sparkling Wine,Negro Amaro N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Malvasia Nera Di Basilicata N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Merlot N; Montepulciano N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Susumaniello N; Syrah N; Uva Di Troia N,55,11000,4000
Italy,Terra d’Otranto,12/13/2011 0:00,Terra d’Otranto Malvasia Nera,Red,Wine,Malvasia N; Malvasia Nera Di Basilicata N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Merlot N; Montepulciano N; Negro Amaro N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Susumaniello N; Syrah N; Uva Di Troia N,77,11000,4000
Italy,Terra d’Otranto,12/13/2011 0:00,Terra d’Otranto Primitivo,Red,Wine,Primitivo N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Malvasia Nera Di Basilicata N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Merlot N; Montepulciano N; Negro Amaro N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Susumaniello N; Syrah N; Uva Di Troia N,63,9000,4000
Italy,Terra d’Otranto,12/13/2011 0:00,Terra d’Otranto Aleatico,Red,Wine,Aléatico N,Aglianico N; Aglianicone N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Lacrima N; Lambrusco Maestri N; Malbech N; Malvasia Nera Di Basilicata N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Merlot N; Montepulciano N; Negro Amaro N; Negroamaro Precoce N; Notardomenico N; Ottavianello N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Refosco Dal Peduncolo Rosso N; Sangiovese N; Susumaniello N; Syrah N; Uva Di Troia N,63,9000,4000
Italy,Terra d’Otranto,12/13/2011 0:00,Terra d’Otranto Bianco,White,Wine,Chardonnay B,Asprinio Bianco B; Bianco D'Alessano B; Bombino Bianco B; Falanghina B; Fiano B; Francavidda B; Garganega B; Greco B; Greco Bianco; Grillo B; Malvasia Bianca B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Manzoni Bianco B; Maresco B; Minutolo B; Moscatello Selvatico B; Moscato Bianco B; Pampanuto B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Trebbiano Giallo B; Trebbiano Toscano B; Verdeca B; Verdicchio Bianco B; Vermentino B,77,11000,4000
Italy,Terra d’Otranto,12/13/2011 0:00,Terra d’Otranto Chardonnay,White,Wine,Chardonnay B,Asprinio Bianco B; Bianco D'Alessano B; Bombino Bianco B; Falanghina B; Fiano B; Francavidda B; Garganega B; Greco B; Greco Bianco; Grillo B; Malvasia Bianca B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Manzoni Bianco B; Maresco B; Minutolo B; Moscatello Selvatico B; Moscato Bianco B; Pampanuto B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Trebbiano Giallo B; Trebbiano Toscano B; Verdeca B; Verdicchio Bianco B; Vermentino B,77,11000,4000
